text,is_subjective
aktingnya saja sepadan dengan harga tiket masuknya.,1
membanggakan arahan seni yang menarik perhatian namun memiliki nada yang sangat unik yang dengan cepat menghilangkan sambutan terbatasnya.,1
"winnie jatuh cinta dengan salah satu anak panah itu, jesse, seorang anak laki-laki berusia ""17"" yang memiliki perasaan yang sama padanya.",0
nair memang menangkap kompleksitas sebuah keluarga besar serta cobaan dan kesengsaraannya. . .,1
"kesengsaraan orang-orang ini hanya menjadi tontonan voyeuristik, untuk dikonsumsi dan dilupakan.",1
"Dialog tipe-b -- lelucon kotor, pernyataan yang terlalu tegas, dan kalimat-kalimat matang lainnya -- membuat perkemahan film menjadi menyenangkan.",1
. . . Ada cukup orisinalitas dalam 'kehidupan' untuk menjauhkannya dari kumpulan komedi romantis yang begitu sering muncul di layar bioskop.,1
sebuah ocehan yang menyenangkan melalui medan idoosinkratik yang sering dihadapi oleh Errol Morris. . . ia memang memiliki daya tarik yang longgar dan lesu.,1
"Lejos del paraíso adalah waktu yang sama untuk sebuah pesta untuk para ojos dan oídos dan sebuah penggerak ketika orang-orang didatangi oleh mereka yang memiliki deseos, myedos, dan prejuicios.",1
ia mendaur ulang setiap klise tentang gay dalam apa yang pada dasarnya adalah sebuah sinetron yang diperluas.,1
akhir pekan ini berbeda dari biasanya ketika adam bertemu dengan seorang gadis di sebuah pesta (sebuah kejadian sederhana yang membuat sahabatnya berada di ambang kemarahan karena cemburu).,0
"tulisan yang tidak ambisius muncul dalam film, menggunakan plot yang mungkin berasal dari buku teks penulisan skenario film animasi.",1
satu-satunya hal yang menakutkan tentang Feardotcom adalah para pembuat film dan studionya cukup berani untuk mencoba menganggap film ini sebagai film yang menakutkan.,1
kumpulan anak-anak Palestina dan Israel yang beragam dan pandai bicara.,1
akhir zaman modern yang disalahpahami gagal karena seharusnya memberikan pukulan moral.,1
itu salah satu film paling jujur ​​yang pernah dibuat tentang hollywood.,1
"itu diatur di dunia fantasi middle-earth, diciptakan oleh Tolkien di 'the hobbit', 'the lord of the ring', dan 'the silmarillion'.",0
j-lo membalas dalam film balas dendam yang menegangkan dan menegangkan dengan adegan pertarungan terbaik sepanjang tahun ini. tapi mau tak mau aku merasa bersalah atas kegembiraanku pada akhir 'cukup' yang brutal.,1
masukkan agen rahasia cantik dan misterius petra schmitt.,0
"di kota london saat ini, quinn yang berusia dua belas tahun menyaksikan ibunya, seorang insinyur konstruksi, secara tidak sengaja membangunkan seekor binatang raksasa yang bernapas api dari tidurnya selama satu abad.",0
sebuah film mempesona yang menyajikan tur masa lalu yang berani dan merangkul hangat kekayaan artefak budaya di dalam st. museum pertapaan petersburg.,1
"ketika sebuah peragaan busana biasa mengalami kegagalan, mereka tersedot ke dunia bawah tanah bombay yang jahat namun tak tertahankan.",0
"ketika eliza mengetahui bahwa pemburu liar di gurun serengeti Afrika berencana membunuh kawanan gajah dengan pagar listrik, dia dan teman simpansenya, Darwin, harus menemukan cara untuk menghentikan mereka.",0
"Namun, dia mendapatkan lebih dari apa yang dia harapkan ketika dia menyadari bahwa dia bahkan bisa melihat hantu.",0
"dia berada di barat daya, menuju meksiko, ketika dia menjemput bennie, seorang wanita yang meninggalkan pernikahan yang penuh kekerasan, pergi ke surga, arizona.",0
"lupakan film seram lainnya dengan situs internet aneh, pembunuh pengecut, hantu di kapal, rekaman video seram, semuanya tidak seseram film horor gotik kuno tentang monster yang hidup di bawah tempat tidur",1
"kisah tentang ned kelly, yang membentuk geng kelly yang terkenal kejam bersama saudaranya dan dan dua pria lainnya.",0
"hasilnya menempatkan wajah manusia pada derrida, dan menjadikan salah satu pemikir hebat di zaman kita menarik dan dapat diakses oleh orang-orang yang biasanya tidak peduli.",1
"Seperti di film-film sebelumnya, sutradara Kurdi ini kembali fokus pada penindasan terhadap rakyatnya.",0
"leela adalah cerminan sejati tentang bagaimana komunitas Asia-Amerika Selatan mulai muncul, memadukan, dan memengaruhi budaya arus utama Amerika dengan caranya sendiri yang indah.",0
"sebuah film yang dibuat dengan baik dengan tema yang tidak biasa, meskipun tidak pernah terdengar sebelumnya di sinema Tiongkok.",1
"kita dapat melihat rodanya berputar, dan terkadang kita mungkin membencinya, namun ini tetap merupakan gambaran kecil yang bagus, dibuat oleh jiwa-jiwa yang ceria dan ramah dengan banyak keceriaan.",1
meditasi 179 menit yang luar biasa tentang hakikat revolusi.,1
teroris harus menghancurkan sisa-sisa genetik pada pecandu untuk menjaga rahasia kodenya.,0
"sebuah kemenangan, sebuah film yang membelah dunia dan membawa kita dengan mudah dari kegelapan menuju terang.",1
"carlos bekerja di desa timur sebagai pembuat komik, tetapi sedang mengembangkan proyeknya sendiri yang ia harap dapat dijual ke penerbit terkenal.",0
jauh lebih berdimensi dan kompleks daripada watak cerahnya yang akan membuat Anda percaya.,1
sudah larut malam di negeri asing.,0
bahwa kami bukan target dan masih mendapatkan sembilan puluh persennya merupakan pujian kepada sutradara Charles Stone III dan penulis skenario Matthew Cirulnick dan Thulani Davis yang membuat cerita asli menjadi bentuk yang koheren.,1
"Meskipun film-film arus utama Amerika cenderung mengeksploitasi hal-hal yang sudah biasa, kadang-kadang sebuah film muncul dari pinggiran yang memberikan kesempatan kepada pemirsa untuk belajar, berkembang, dan melakukan perjalanan.",1
"jika oscar memiliki kategori yang disebut film jelek terbaik yang menurut Anda akan sangat buruk namun ternyata tidak, para pria mungkin akan bertarung dengan ratu terkutuk demi kehormatan tersebut.",1
"aku merasa sedih untuk lise bukan karena apa yang terjadi melainkan karena dia ditangkap oleh film ini padahal dia jelas-jelas termasuk dalam sesuatu yang lebih terang dan lebih cerah, oleh rohmer, misalnya.",1
"mereka berpikir jika mereka membangunnya kembali agar berfungsi seperti di masa muda mereka, mereka mungkin dapat berkomunikasi dengan saudara perempuan mereka yang meninggal secara misterius di pantai itu 20 tahun yang lalu.",0
"ini adalah pukulan terakhir bagi roxie, dan kemarahannya yang terus-menerus terhadap penolakan meledak.",0
"agen khusus rachel anderson didakwa melindungi saksi kunci, richard harper.",0
sebuah perjalanan liris namun lamban berlatar belakang Kurdistan Iran yang dilanda perang.,1
"Anda mungkin mengatakan tykwer telah melakukan semua yang diizinkan surga, jika Anda ingin membuat permainan kata-kata yang anti-kieslowski. cukuplah untuk mengatakan bahwa total janjinya masih sedikit tidak terpenuhi.",1
karakter utama bruce adalah penghormatan kepada mendiang legenda seni bela diri yang hebat dan menggambarkan banyak karakteristik stereotip dan ideosinkrasi yang membedakan kariernya yang termasyhur.,0
"brookdale memiliki aspek lain yang lebih menguntungkan; pelabuhan yang aman bagi orang kaya dan terkenal yang kecanduan narkoba, terutama putra dan putri di atas, yang keluarganya telah mencoba segalanya.",0
"bagi penonton film, jam-jamnya tidak terhubung secara rapi, melainkan memperkenalkan karakter-karakter yang menerangi misteri seks, tugas, dan cinta.",1
"""The Mothman Prophecies"" adalah film yang sulit untuk dihilangkan dari hati nurani Anda ketika malam tiba.",1
"ditinggalkan dan dipenuhi dengan masa lalu yang misterius, sekolah malaikat suci untuk anak perempuan akan mengungkap rahasia pengkhianatan, kecemburuan, dan balas dendam.",0
"dengan bantuan sahabat karibnya, sepupunya, Anthony, keduanya melakukan petualangan liar untuk menemukan makna Natal yang sebenarnya.",0
tapi apa sebenarnya yang bagus &#38 ; apa sebenarnya yang jahat?,0
"berangkat dengan suv baru, mereka bersenang-senang sampai sesuatu yang lucu terjadi dalam perjalanan ke pertunjukan truk monster di reno.",0
"seagal kehabisan film bertahun-tahun yang lalu, dan ini hanya buktinya.",1
harus dilihat untuk semua sisi spektrum politik,1
"sebuah film dokumenter yang jauh lebih baik -- lebih mengungkapkan, lebih emosional dan lebih mengejutkan -- daripada judul bahasa Inggris biasa yang Anda yakini.",1
"Seperti paparan 60 menit terbaiknya, film ini (berdurasi 80 menit) sebenarnya cukup menghibur.",1
"Meskipun bimbingan dari peri biru, dan kasih sayang ayahnya, gepetto, semangat penasaran boneka kayu membawanya ke dalam petualangan liar demi petualangan lainnya.",0
"Claire segera mengetahui bahwa untuk menjalani sistem peradilan militer, dia memerlukan bantuan dari Charlie Grimes yang agak tidak konvensional; sementara itu, saudara perempuan Claire, Jackie, jatuh cinta pada letnan embry yang ditugaskan sebagai pengacara resmi.",0
"ada twist yang rapi, ditampilkan secara halus, yang bisa menyelesaikan semuanya dalam 80 menit, tapi kang memasangkan tiga atau empat akhiran lagi.",1
"berdiri sendiri melacak pergerakan dan intrik sehari-hari sekelompok teman yang diasingkan di kampung halaman mereka di mal, negara bagian New York.",0
sebuah film yang dibuat dengan baik namun penuh emosi yang pahlawannya memberikan hatinya hanya kepada seekor anjing.,1
"ini adalah gambaran sekilas tentang suatu periode waktu, dan orang buangan, yang tidak lagi dapat diakses, namun hal ini tidak serta merta memberikan penjelasan lebih banyak mengenai subjeknya dibandingkan pendahulunya yang populer.",1
"dia tidak senang hanya menjalankan penipuan saudara ini, dia juga ingin menguangkan sebanyak-banyaknya seratus kilo sabu yang dia curi dari para rojas (dan orang Meksiko), merayu pacar salah satu korbannya, dan tetap di depan polisi yang merupakan teman masa kecil.",0
Serangkaian pembunuhan mengerikan membuat agen FBI Will Graham (Norton) keluar dari masa pensiunnya dan menempatkannya dalam pencarian seorang pembunuh keji (Fiennes) yang didorong oleh gambaran sebuah lukisan.,0
"tampaknya sebuah kendaraan untuk menampilkan ocehan konyol orang Kanada, mencuri harvard adalah hamparan solilokui tentang apa pun yang disampaikan oleh mantan mr. menarik Barrymore.",1
setiap jam membawa rausch selangkah lebih dekat untuk mengendalikan satelit dan menyandera dunia.,0
"kali ini, columbus menangkap atau pomo de ouro.",1
"adaptasi v yang menawan, bersemangat, dan kurang diedit. S . novel sinis yang ramah dari Naipaul.",1
tapi bisakah ia berhasil melawan terminator yang tampaknya lebih kuat?,0
Aku belum pernah melihat sampah yang begitu menghibur diri sejak Freddy dijari.,1
"kondensasi 93 menit dari serial TV 26 episode, dengan semua jebakan yang Anda harapkan.",1
sebuah kisah masa depan rata-rata yang diangkat oleh perubahan positif dari seorang ibu yang menyebalkan yang ikut campur selama putranya mengetahui homoseksualitasnya.,1
"3 agen cantik berusaha mencari harta karun itu, namun mereka harus melawan si jahat datuk azmi, musuh lama Madame X. sudah empat tahun sejak agen pencari alien mencegah bencana antargalaksi yang sangat besar.",0
"mereka memutar dari perjalanan mereka untuk membawa gadis itu ke kota terdekat, di mana mereka bertemu sheriff setempat yang sangat ingin menangkap penyerang gadis itu.",0
"segala sesuatu tentang orang Amerika yang pendiam itu bagus, kecuali waktunya.",1
hantu tsai ming-liang sangat menyadari ketidakberadaan mereka.,1
"seperti seorang pemotong kepala veteran, tempat pangkas rambut disesuaikan dengan komunitasnya.",1
"sekarang dia tidak bisa membawakan lagunya, dan aksel sadar dia harus mengambil tindakan!",0
ia menyuguhkan kita pada wawasan indah dan pergulatan tragis yang membusungkan hati dan membuat kita merasakan empati yang tulus terhadap dua insan yang merangkul kebenaran di tengah bungkusan kebohongan.,1
"ketika anak laki-laki terbang tidak melakukan apa-apa dalam mengungkap dunia ini - laki-laki diperlihatkan overdosis dan terlibat dalam perilaku berisiko - namun pada saat yang sama, hal itu juga menunjukkan rasa kebersamaan dan vitalitas yang dibawa oleh pesta tersebut kepada para laki-laki yang hadir.",0
film ini dalam satu tarikan napas menyentuh inti pengalaman Rusia.,1
"mereka mendapati diri mereka bersaing tidak hanya untuk mendapatkan perhatian pers, namun juga fokus dari pengacara bersama mereka, Billy Flynn yang ramah tamah.",0
"sebuah remake setengah-kecerdasan yang menyenangkan dari komedi Italia yang terhormat, masalah besar di Madonna Street.",1
"diambil sebagai ""di balik layar"" lihat bagaimana film kung-fu fiksi dibuat, film ini pada dasarnya adalah film tentang pembuatan sebuah film.",0
"Terlepas dari kekurangan film ini, film ini tetap merupakan upaya yang solid dan pandangan yang menggugah pemikiran tentang idealisme yang salah.",1
menjalin hubungan dengan makhluk itu lebih mudah bagi mac daripada mendapatkan perhatian ayahnya sampai manusia dan binatang membutuhkan semua bantuan yang bisa mereka dapatkan.,0
episode terakhir yang lembek mengubah John Q menjadi film yang paling menguras air mata minggu ini.,1
"mengingat keadaannya, Kyle mungkin dibebaskan atas dasar kegilaan sementara atau bahkan mungkin dihukum karena tuduhan pembunuhan yang lebih ringan, namun fakta bahwa seorang polisi federal juga terbunuh dalam penembakan itu, meskipun secara tidak sengaja, mengirim Kyle ke Marquis.",0
"tapi geoffrey buonardi fiktif, dengan lukisan yang sama dan latar belakang cerita yang inventif, bisa menjadi kesayangan dunia seni.",0
"film kecil ini dibuat dengan sangat jorok, tekniknya sangat primitif, sehingga tidak bisa disebut animasi.",1
"tanpa bersikap muluk-muluk atau berkhotbah, para sprecher menggunakan pendekatan yang tidak lazim untuk membujuk kita agar menanyakan pertanyaan-pertanyaan mendasar pada diri kita sendiri.",1
"secara keseluruhan, film ini mengkaji hubungan destruktif yang bergumul bahkan dengan keputusan yang paling sederhana sekalipun.",0
"Mirabelle jatuh cinta pada sinar glamor, dan hidupnya berubah secara ajaib, namun akhirnya dia menyadari bahwa dia harus memberdayakan dirinya sendiri dan membuat pilihan di antara mereka.",0
berpindah obligasi; gadis ini layak mendapatkan sekuel.,1
"Terjebak di antara masa lalu dan masa depan, keduanya berjuang menemukan cara untuk menjadi perempuan mandiri di tempat di mana semua orang dan segalanya tampak berkonspirasi untuk membuat mereka kembali ke peran anak-anak di bawah kekuasaan orang tua yang tangguh.",0
"michael, sr. dan michael, jr. kemudian berangkat untuk membalas dendam pada orang yang membunuh peter dan nyonya. sullivan.",0
"dan di taman anyaman (jawaban chicago terhadap desa greenwich), rachel akan menemui jodoh kosmiknya.",0
"Meskipun setiap adegan penuh kemewahan, karakter-karakternya sepertinya tidak pernah bisa menandingi kekuatan di sekitar mereka.",1
"bahkan pada kesempatan langka ketika narator berhenti mengoceh, tangan Miller sering kali terasa tidak yakin.",1
"berkat roger scott yang karismatik dan keponakan manis eisenberg, roger dodger adalah salah satu variasi yang paling menarik dalam pergaulan dengan pria.",1
"ong memilih untuk menyajikan kehidupan ah na sebagai sebuah dongeng ringan dan tidak berbobot, yang detail paling tidak menyenangkannya tampak lenyap di hadapan optimisme berwajah kosong dari karakter tersebut.",1
roger swanson adalah seorang copywriter periklanan yang sangat sinis dengan kecerdasan yang sangat tajam yang percaya bahwa dia telah menguasai seni memanipulasi wanita.,0
