teks,is_left,is_center,is_right,is_biased
"Ada beberapa kekhawatiran mengenai apakah beberapa tujuan yang ditetapkan oleh Green New Deal realistis atau tidak, namun menyatakan bahwa cetak biru tersebut bersifat genosida adalah hal yang sangat konyol.",1,0,0,1
"Powell dan pejabat lainnya di pemerintahan George W. Bush banyak berbohong ketika mengemukakan alasan perang di Irak pada awal tahun 2000an, dengan memalsukan “bukti” keberadaan senjata pemusnah massal di negara tersebut.",1,0,0,1
"Pada hari Selasa, Presiden Donald Trump akan memberikan pidato di Ruang Oval mengenai penutupan pemerintahan yang ia ciptakan, di mana ia mungkin akan berbohong untuk membela agenda imigrasinya yang sangat tidak populer.",1,0,0,1
"Kelompok anti-vaksin hanya mewakili sekitar 2 persen keluarga Amerika, meskipun Anda akan dimaafkan jika mengira jumlah mereka lebih banyak. Mereka tentu saja membuat banyak keributan dan memiliki beberapa pengikut yang terkenal di dunia. Namun, seperti halnya nyamuk pembawa penyakit malaria, kelompok kecil yang jumlahnya sangat besar ini mungkin akan menimbulkan masalah kesehatan masyarakat bagi kita semua.",0,0,1,1
"Segalanya menjadi lebih buruk ketika COVID-19 melanda Amerika Serikat dan mengekspos dirinya bukan hanya sebagai badut pemecah belah, namun juga sebagai orang yang sinis dan tidak kompeten. Pemerintahan Trump menunda tanggapannya karena khawatir bahwa tindakan apa pun yang mereka ambil akan merugikan pasar saham dan mengikis sisa kekuatan elektoral Trump.",1,0,0,1
"Menariknya, ketika tidak dibatasi oleh format debat, para politisi tersebut mendorong narasi yang sama untuk menggalang dukungan dalam memberikan dana talangan (bail out) pinjaman mahasiswa, sementara media memberikan bantuan gratis kepada Partai Demokrat.",0,0,1,1
"Sebuah jaringan kelompok pro-senjata yang dikelola sebuah keluarga berada di balik lima grup Facebook terbesar yang berdedikasi untuk memprotes pembatasan perlindungan di tempat, menurut analisis NBC News terhadap grup Facebook dan informasi pendaftaran situs web.",1,0,0,1
"Kini setelah sebagian besar negara Amerika mulai membuka diri kembali tanpa adanya lonjakan virus corona yang diperkirakan terjadi dan Joe Biden telah meninggalkan bunker bawah tanahnya, warga Amerika teringat bahwa pemilu sedang berlangsung. Ketika keadaan kembali normal dengan cepat di beberapa tempat, demikian pula pertempuran untuk 1600 Pennsylvania Avenue.",0,0,1,1
Undang-undang yang mengatur aborsi yang secara medis tidak diperlukan telah terungkap sebagai upaya tidak jujur untuk menutup klinik.,1,0,0,1
"Namun Rabu lalu, ketika Heritage Clinic for Women di Grand Rapids, Michigan, dibuka pada pagi hari, para staf dikejutkan oleh 25 hingga 30 pengunjuk rasa yang berkumpul, banyak dari mereka memegang setangkai mawar merah. Mengabaikan tanda larangan masuk, mereka mulai mengerumuni tempat parkir klinik, mengejar pasien saat mereka keluar dari mobil.",1,0,0,1
Kebangkitan spektakuler peradaban manusia yang terjadi selama 10.000 tahun terakhir kini tampaknya akan berakhir dengan penolakan spesies kita untuk secara signifikan mengurangi emisi karbon dan polutan yang mungkin menyebabkan kepunahan manusia.,1,0,0,1
Undang-undang ini merupakan salah satu undang-undang yang paling ketat di Amerika Serikat dan para aktivis mengatakan undang-undang tersebut secara efektif melarang sebagian besar aborsi karena banyak perempuan belum mengetahui bahwa mereka hamil pada usia delapan minggu.,0,1,0,1
"Klaim Obama bahwa “sejarah” berpihak padanya bisa dibilang salah. Gelombang besar imigran yang secara historis belum pernah terjadi sebelumnya yang melintasi perbatasan selatan AS merupakan sebuah fenomena politik, yang dipicu oleh Undang-Undang Imigrasi dan Kebangsaan tahun 1965 dan dipercepat oleh Deferred Action for Childhood Arrivals (DACA) yang dikeluarkan oleh pemerintahan Obama.",0,0,1,1
"Saingan seperti Ketua DPR Nancy Pelosi dan Pemimpin Mayoritas Senat Mitch McConnell melihat adanya tindakan berlebihan atas nama perubahan iklim, kampanye yang dibesar-besarkan bahkan untuk menjelaskan semua aspek aspirasionalnya, dan, secara lebih umum, perlunya menampar tahun pertama yang sulit diatur. Sosialis Demokrat.",1,0,0,1
"Oh untuk menangis sekeras-kerasnya. Keputusasaan. Bayangkan jika Anda mendapat berita hanya dari New York Times, dan betapa fanatiknya hal itu membuat Anda menentang kelompok non-liberal.",0,0,1,1
"Ribuan pencari suaka yang berdesakan di kota-kota perbatasan dekat perbatasan Texas-Meksiko menunggu pemeriksaan imigrasi AS berisiko meninggal akibat virus corona karena buruknya akses kesehatan dan kondisi yang tidak aman, kata para aktivis.",0,1,0,1
"Tentu saja, kaum sayap kanan bereaksi dengan cara yang paling jelek: Dengan menyatakan bahwa identitas Thunberg — sebagai seorang anak muda, sebagai orang dengan spektrum autisme dan, meskipun mereka berhati-hati untuk tidak mengatakannya secara langsung, sebagai seorang gadis — pada dasarnya adalah mendiskreditkan apa yang dia katakan.",1,0,0,1
"USA Today Sports menerbitkan kecaman terhadap sepak bola remaja, mengklaim bahwa olahraga tersebut terlalu berbahaya bagi anak-anak.",0,0,1,1
"Kalangan anti-vaksin sering kali menolak klaim bahwa vaksin menyebabkan autisme, meskipun lebih dari dua lusin penelitian dengan jelas menunjukkan bahwa vaksinasi tidak meningkatkan kejadian autisme. Vaksin juga tidak masuk akal secara biologis.",1,0,0,1
"Gautney menyetujui bidang, pekerjaan, dan kota ini, jadi jika dia memiliki masalah dengan kompensasi atau biaya hidup, beralih ke bidang yang lebih menguntungkan atau tempat tinggal yang lebih murah adalah keputusan yang harus dia buat sendiri, bukan keputusan yang harus dia ambil. akan ditebus oleh pembayar pajak yang tidak menaruh curiga dan tidak memainkan peran dalam pilihan tersebut.",0,0,1,1
"Selama sekitar lima tahun, antara tahun 2006 dan 2011, HuffPo menjadi sarang teori konspirasi anti-vaksin.",0,0,1,1
"Perwakilan AS Steve King, yang mendapat kecaman karena membela nasionalisme kulit putih dan supremasi kulit putih, kini mendukung keinginan Presiden Trump untuk mengumumkan keadaan darurat nasional untuk membangun temboknya.",1,0,0,1
"Kasus yang dikemukakan oleh Geoffrey Skelley dan Nathaniel Rakich sederhana saja: Warga Amerika diduga lebih memilih Biden dan Partai Demokrat daripada Trump dan Partai Republik, dan mereka sangat kecewa dengan upaya Trump dan anggota Partai Republik lainnya untuk membuka kembali negara mereka ketika pandemi global virus Corona merebak.",0,0,1,1
"Program visa federal yang mengizinkan pelajar internasional untuk bekerja di perusahaan-perusahaan di Amerika Serikat setelah lulus tampaknya telah dieksploitasi oleh perusahaan palsu yang memberikan verifikasi pekerjaan palsu, menurut investigasi NBC News/NBC Bay Area.",1,0,0,1
"Gambaran yang muncul adalah sebuah sistem yang sangat kompleks, penuh dengan hambatan dan celah, yang mengutamakan bayi dibandingkan ibu, menghambat perempuan dalam segala hal, membuat frustrasi para dokter dan bidan, serta memberikan insentif terhadap layanan di bawah standar.",1,0,0,1
"Pada musim semi, Departemen Kesehatan dan Layanan Kemanusiaan di bawah pemerintahan Trump meluncurkan kebijakan baru yang dirancang untuk membungkam klinik keluarga berencana yang didanai pembayar pajak, dan mencegah mereka memberi tahu pasien tentang hak aborsi mereka.",1,0,0,1
"Meskipun para ahli kesehatan mengatakan bahwa vaksin untuk mencegah infeksi diperlukan untuk mengembalikan kehidupan ke keadaan normal, survei tersebut menunjukkan adanya potensi masalah kepercayaan pada pemerintahan Trump yang sudah mendapat kecaman karena pedoman keselamatannya yang seringkali bertentangan selama pandemi.",0,1,0,1
"Pemerintah AS telah menghalangi Kongres selama proses pemakzulan dan investigasi lainnya, namun masyarakat Amerika sangat menginginkan pemerintahan Trump mematuhi anggota parlemen.",1,0,0,1
"Dalam upayanya yang gagal untuk menjadi nominasi Partai Demokrat pada tahun 2020, Beto O'Rourke mengatakan gereja-gereja yang menentang pernikahan sesama jenis harus kehilangan status bebas pajak mereka. Dengan kata lain, ikuti garis partai yang tidak alkitabiah!",0,0,1,1
"Michael Mann, bisa dibilang pemain nomor satu dunia. 1 yang mengkhawatirkan iklim, selanjutnya membuat pernyataan bahwa hanya publikasi yang secara ideologis dapat dikompromikan seperti yang diperkirakan akan diterbitkan oleh Guardian.",0,0,1,1
Itu juga sebabnya upaya untuk menggambarkan kelompok pro-kehidupan sebagai rasis terkesan tidak jujur.,0,0,1,1
Karier superstar asal Brasil ini merupakan bukti atas apa yang mungkin terjadi dalam sepak bola wanita — dan juga merupakan pengingat betapa sedikitnya perhatian yang masih diterima oleh olahraga ini.,1,0,0,1
"Tahun lalu, Komisaris XFL Oliver Luck mencatat bahwa XFL menghubungi Kaepernick, tetapi mantan pemain NFL itu menuntut gaji yang sangat tinggi sebesar $20 juta per musim.",0,0,1,1
"Yang mengkhawatirkan, pemerintahan Trump ingin mengambil kendali dari pemberi pinjaman bayaran.",1,0,0,1
"Ketika larangan bagi warga Muslim pertama kali diberlakukan, hal ini memicu kekacauan di bandara dan memicu protes luas serta tantangan hukum, dan hal ini terus menimbulkan kerugian besar bagi keluarga dan orang-orang yang ingin datang ke AS.",1,0,0,1
Argumen bahwa cara sebenarnya untuk mengakhiri aborsi adalah dengan membuat aborsi tidak diperlukan lagi dengan mendirikan negara kesejahteraan yang murah hati juga merupakan perpanjangan dari ejekan tidak jujur bahwa umat Kristen konservatif hanya peduli pada bayi sebelum mereka dilahirkan.,0,0,1,1
"Presiden Trump bersalah atas kematian puluhan ribu orang Amerika yang sebenarnya dapat dicegah karena tidak dilakukannya upaya perlindungan lingkungan, selain juga kematian puluhan ribu orang Amerika lainnya yang dapat dicegah karena respons buruk Trump terhadap pandemi COVID-19.",1,0,0,1
"Namun di zaman ketika teori konspirasi anti-vaksin menyebar luas secara online dan banyak orang tua takut mengikuti nasihat dokter anak, undang-undang vaksinasi yang longgar di Kentucky secara langsung memberikan insentif kepada orang tua untuk mengikuti jejak Bevin.",1,0,0,1
"Anehnya, baik Kelly maupun Yen tampaknya tidak menyadari masuknya imigran tidak berdokumen yang masuk ke negara ini setiap hari dari negara-negara dengan tingkat vaksinasi yang sangat rendah...",0,0,1,1
"Tidaklah berlebihan untuk mengatakan bahwa gerakan anti-pilihan, dari ujung ke ujung, diisi dengan pembohong dan penipu yang melodramatis.",1,0,0,1
"Mereka tidak akan melakukan hal tersebut dengan menjadikan Departemen Kehakiman semakin tidak bertanggung jawab kepada para pejabat terpilih, seperti yang dituntut oleh Partai Demokrat. Mereka akan melakukannya dengan memangkas dan membakar birokrasi dan kekuasaannya. Pemerintahan oleh dan untuk rakyat akan binasa jika pejabat yang tidak dipilih mampu mempersenjatai pemerintah untuk melawan wakil rakyat yang dipilih.",0,0,1,1
"Seperti Green New Deal yang mahal dan kontroversial, yang disponsori bersama oleh Booker dalam bentuk resolusi Senat, rencana Booker bertujuan untuk mengatasi perubahan iklim dan kesenjangan ekonomi.",0,0,1,1
Pekerjaan perdagangan seperti tukang listrik atau tukang kayu sangat diminati dan memberikan gaji tetap. Para pengambil kebijakan tidak boleh menghalangi pelajar yang mengetahui pekerjaan bagus ketika mereka melihatnya.,0,0,1,1
"Sejak tahun 2016, Partai Demokrat telah melemparkan pasir, kunci pas, dan kotoran keledai ke dalam setiap perangkat pemerintahan untuk membatalkan hasil pemilu yang bebas dan adil yang dimainkan sesuai aturan.",0,0,1,1
Siapa pun yang telah memikul beban utang pinjaman mahasiswa sebesar enam digit tahu betapa besarnya dampak yang ditimbulkannya.,1,0,0,1
Salah satu desas-desus yang paling umum menentang imigrasi adalah gagasan bahwa imigran gelap menurunkan gaji pekerja pribumi.,1,0,0,1
"Upaya untuk melarang perempuan melakukan aborsi sudah merupakan hal yang buruk pada masa-masa biasa, namun hal ini tampak lebih sadis ketika terjadi pandemi dan krisis ekonomi, ketika permasalahan finansial dan kesehatan semakin membebani perempuan dalam memutuskan apakah mereka akan melanjutkan kehamilannya atau tidak.",1,0,0,1
"Faktanya, dalam menghadapi tantangan besar seperti perubahan iklim, tindakan pemerintah diperlukan jika kita ingin memastikan bahwa planet kita tetap layak huni untuk generasi mendatang.",1,0,0,1
"Para aktivis yang berencana memasang papan reklame anti-vaksinasi yang penuh dengan misinformasi di jalan-jalan California, membayarnya melalui penggalangan dana Facebook, meskipun ada tindakan keras di seluruh platform terhadap kampanye semacam itu.",1,0,0,1
Berikut adalah tiga cara yang jelas namun penting dimana media menunjukkan sikap partisan yang menjijikkan dan bukan jurnalisme yang baik.,0,0,1,1
"Sebuah studi baru yang mengejutkan mengatakan bahwa es di Samudera Arktik akan hilang pada tahun 2050, dan hal ini dapat menimbulkan dampak “besar” terhadap ekosistem dan iklim di wilayah tersebut.",0,0,1,1
"Dia termasuk di antara empat lusin orang yang berkumpul di luar ruangan pada suatu pagi yang panas di akhir musim panas, bergabung dengan aktivis garis keras yang percaya bahwa semua vaksin berbahaya dan semakin berani mengecam lembaga medis.",1,0,0,1
Sikap Bevin yang meremehkan perlunya vaksin adalah tindakan yang ceroboh – namun tindakannya yang lebih dari itu adalah dengan sengaja menulari anak-anaknya.,1,0,0,1
Surat dari anggota Kongres dari Partai Republik dan para pemimpin nasional yang pro-kehidupan kepada Gedung Putih dan Badan Pengawas Obat dan Makanan (FDA) pekan lalu menegaskan bahwa Partai Demokrat berupaya mengeksploitasi pandemi virus corona untuk tujuan memajukan agenda pro-aborsi partainya.,0,0,1,1
"Amanda Kifferly, wakil presiden akses aborsi untuk The Women's Centers, menjelaskan bahwa dia melihat virus corona mempersulit perempuan untuk melakukan aborsi, yang sudah sulit dilakukan karena adanya hambatan birokrasi yang tidak perlu. legislator konservatif.",1,0,0,1
"The Guardian, yang bersikeras bahwa keadaan darurat iklim adalah “masalah yang menentukan di zaman kita,” telah meningkatkan kegelisahan iklimnya dengan menyatakan bahwa kebakaran hutan di Australia adalah hal yang normal baru.",0,0,1,1
"Hal ini jelas bekerja sangat baik bagi Partai Demokrat, sebuah faksi besar dan kepemimpinannya tampaknya kebal terhadap fakta seperti halnya kelompok anti-vaksin dan pengikut QAnon.",0,0,1,1
"Umat Kristen sayap kiri menyatakan bahwa cara sebenarnya untuk mengakhiri aborsi adalah dengan membuat aborsi tidak diperlukan lagi, dan satu-satunya cara untuk melakukan hal tersebut adalah dengan mendirikan negara kesejahteraan yang murah hati.",0,0,1,1
"Namun permasalahannya ada pada rinciannya, karena—walaupun beberapa sekolah swasta efektif dalam mencapai keberhasilan siswa—sekolah lain telah menjadi contoh kronisme dan korupsi sebagai akibat dari pengaturan antara politisi dan perusahaan swasta.",0,0,1,1
"Utang pelajar meningkat sebesar 107 persen antara tahun 2009 dan 2019. Masyarakat Amerika kini berutang sebesar $1,6 triliun dalam bentuk pinjaman pendidikan. Para pembuat kebijakan dan politisi merespons dengan membuat rencana-rencana mencolok yang sulit menyelesaikan krisis utang.",0,0,1,1
"Dengan mengancam anak-anak dan keluarga mereka dengan deportasi, Layanan Kewarganegaraan dan Imigrasi AS secara efektif menjatuhkan hukuman mati.",1,0,0,1
Pengguna media sosial dengan cepat menunjukkan interaksi tersebut dan mengecam McGuire karena dianggap meremehkan keterampilan hoki Coyne Schofield.,0,0,1,1
"Alih-alih membantu menjadi bagian dari solusi, Trump sengaja memperburuk ketegangan – bukan hanya karena ia sendiri adalah seorang rasis yang politik keluhan kulit putih otoriternya sejalan dengan kekuatan yang sama yang mendorong kekerasan polisi, namun karena ia putus asa dan berada dalam kondisi politik yang serius. bahaya.",1,0,0,1
"Dalam minggu-minggu menjelang pemilihan pendahuluan di Distrik Columbia, sebuah kelompok kepentingan yang kuat berulang kali menyerang kandidat dewan Janeese Lewis George dengan serangan yang di masa lalu terbukti sangat menghancurkan: Dia lunak terhadap kejahatan dan tidak mendukung kepolisian DC.",1,0,0,1
